PlanId;Plannavn;Plantype;PlantypeId;Planstatus;PlanstatusId;IKraft;Lovreferanse;LovreferanseId;Vertikalnivå;VertikalnivåId;PlanBestemmelse;PlanBestemmelseId
305;Skylleviga vei og tomt til renseanlegg;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.07.1976;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
306;Gnr.61,bnr.1,2 og 8 Strømme;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;23.08.1976;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
307;Møvigkrysset, Møvig brygge og del av Krooddveien;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.10.1976;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
308;BOSMYR;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.10.1976;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
309;Dalane - trafikkområde;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;16.11.1976;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
310;Kvartal 26 og del av Kvartal 20;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;04.11.1976;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
311;HOMMEREN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;17.12.1976;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
312;HELLEMYROMRÅDET - FELT IV TUNHUSOMRÅDET;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.10.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
313;Møvig/Ternevig;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;19.01.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
314;Bleget/Fagerholt;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.02.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
315;Lindebø/Skålevik, Areal B;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;23.02.1977;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
316;HAMRESANDEN FRILUFTSOMRÅDE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;31.05.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
317;E18 Varodden - Vollevann;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;30.06.1977;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
318;HØYFJELLET II;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.11.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
319;GAMLE HØVÅGVEI-FRIKIRKEN REGULERINGSPLAN FOR SKOLEVEI;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;31.10.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
320;Korsvik - Strømmeområdet - skoleveier;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.10.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
321;NEDRE KONGSGÅRD, DEL AV;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;24.11.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
322;Dalane mellom øvre jernbanebro og gamle bygrense;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.12.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
323;RV. 12 ØVRE STRAY - HOMMEREN G/S VEI;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.12.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
324;Brøviklia-Lindkjellveien, veiforbindelse;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;23.12.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
325;Bjørndalssletta, g/s vei nord for E18;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;30.11.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
326;VESTHEIENE F4;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;04.10.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
327;Hånes - friområde;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.11.1977;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
328;GNR. 13, BNR. 13, JAKTODDEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;15.02.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
329;RV. 456 KIRSTEN FLAGSTADS VEI - SVANEDAMSVEIEN;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;05.04.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
330;Området mellom Topdalsfjorden og Sømsveien;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;15.06.1978;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
331;Kvartal 7, endret regulering;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;08.08.1978;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
332;Kvartal 13 - del av;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;09.03.1978;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
333;NY ADKOMSTVEI TIL EGSOMRÅDET;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;23.06.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
334;Rv. 456 Myrbakken - Svanedamsveien;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;23.06.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
335;Garasjeanlegg - Vågsbygdruta;Eldre reguleringsplan (PBL 1985);30;Opphevet;4;26.10.1978;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
336;Hånes C, Brattbakken;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;06.11.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
337;SVANDALEN, DALSVEIEN JUSTVIK;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;19.12.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
338;YTRE STRAI;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;11.12.1978;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
339;Camilla Colletsgate 12 endring av reguleringsplan;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.01.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
340;Sødalsveien fra Sødal bedehus til Påskebjerget;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.01.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
341;Eigevannsveien, Nikkelveien;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.02.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
342;DALSVEIEN JUSTVIK, ALT. II;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;07.06.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
343;Kvartal 69;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.06.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
344;EGSOMRÅDET, NY ADKOMSTVEI BYGGETRINN II;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;08.08.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
345;Baneheia, Eg skog og del av Grim skog;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.07.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
346;Sagbakken, Stray;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;21.08.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
347;GNR.61,BNR.27 OG 282,FJELLY;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.08.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
348;INDUSTRIGATEN VERNEDE ARBEIDSPLASSER;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;30.07.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
349;NEDRE KONGSGÅRD, DEL AV;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;30.07.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
350;Torsvikheia - Strømme, felt H og M;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.09.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
351;Hånes B (endret reguleringsplan);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;02.10.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
352;LINDEBØ FERJELEIE;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;27.09.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
353;Herøya;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;03.10.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
354;BLEGET/FAGERHOLT FELT 3;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;21.09.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
355;Gamle Flekkerøyvei/Tinnheiveien;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.01.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
356;KONGSGÅRD ALLE 31 - 33;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;15.11.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
357;Idrettsanlegg Flekkerøy;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;11.12.1979;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
358;BOSMYRKOLLEN, ENDRET REGULERINGSPLAN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.12.1979;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
359;HØIETUN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;09.01.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
360;Korsvik felt C;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.01.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
361;Gnr. 7, Bnr. 7-17 og 125 - Møvig;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;31.01.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
362;MALMVEIEN, ALDERSBOLIGER;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.02.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
363;Hånes, del av areal D (endret regulering);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.02.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
364;Lund torv, Valhalla;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.02.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
365;VOIE KIRKETOMT;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;14.07.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
366;Lumber;Eldre reguleringsplan (PBL 1985);30;Opphevet;4;28.07.1980;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
367;Gimle gård - Gnr. 40, Bnr. 563;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;05.08.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
368;BRATTVOLLSHEIA;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;22.08.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
369;MØLLEVANNSVEIEN 61, ALDERSBOLIGER;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.08.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
370;VÅGSBYGD RINGVEI;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.08.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
371;Hånes service og skolesenter;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.06.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
372;MØLLEVANSVEIEN 22 -30;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;01.10.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
373;E18 VESTHEIENE,AVKJØRSEL;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;04.11.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
374;Strømme - felt L;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.12.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
375;Kvartal 38 - del av;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;08.12.1980;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
376;KVERNVEIEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.12.1980;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
377;E18 STREKNINGEN RUNDINGEN HANNEVIKDALEN;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;13.02.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
378;VESTHEIENE, FELT F1, F2 OG F3;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.04.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
379;GARTNERLØKKA VED TORDENSKJOLDSGT.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.04.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
380;Fiskå industriområde;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;21.01.1981;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
381;BELLEVUE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;21.07.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
382;BRØVIG GÅRD, DEL AV;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;28.07.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
383;GNR.85,BNR.5,39,54 STANGENES;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.06.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
384;GNR. 28, BNR. 220, WERGELANDSTUN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.06.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
385;Voie Ringvei/Steindalen - grendehus og ballhall;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;20.08.1981;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
386;Kvartal 40 - felles avkjøringsvei;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;05.05.1981;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;Uten bestemmelser;2
387;Rv. 456 Holskogveien - Andøyveien g/s vei;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;28.07.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
388;VIGE INDUSTRI OG HAVNEOMRÅDE, ENDR. REG.;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;11.09.1981;Plan- og bygningsloven av 1985 eller før;5;;;;
389;ØSTRE STRANDGT. 20, 22, 26, 28;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.12.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
390;KJERREGÅRDSBUKTA NYTT FERJELEIE.;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;13.01.1982;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
391;Randesund motorsenter;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;07.01.1982;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
392;Vågsbygd Ringvei, GS ved Vågsbygd senter;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;24.05.1982;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
393;VESTHEIENE, FELT G1, G2 OG G3.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;15.07.1982;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
394;MYRBAKKEN 7;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;18.06.1982;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
395;FIDJEMOEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;01.07.1982;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
396;BERGTORASVEI SQUASH-HALL. ENDR. AV GIMLEKOLLEN III;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;13.07.1982;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
397;Kirsten Flagstadsvei fra Vågsbygdv.- Vågsbygd ringv.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.08.1981;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
398;Festningsgaten 40 - Henrik Wergelandsgate 56;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;29.04.1970;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
399;Kvartal 46, del av;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;26.10.1981;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
400;Småhagene, nedre Kongsgård;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;12.01.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
402;KOLSDALSTJØNNA INDUSTRIOMRÅDE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.03.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
403;GILLSVANNET KAJAKKANLEGG;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.04.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
404;Gnr. 2, Bnr. 245 og 251 -  Skålevig hytteområde;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.06.1985;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
405;KONGSGÅRDBUKTA IND. OG HAVNEOMRÅDE;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;19.10.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
406;Hånes felt E2;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;04.10.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
407;Hånes senter, del av;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.03.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
408;Kvartal 35;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;03.08.1983;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
409;Kvartal 13, del av ;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;21.07.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
410;Kvartal 46;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;30.05.1983;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
411;Korsvikfjorden industrifelt - renseanlegget ;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.05.1975;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
412;Korsvik felt D og G;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;05.12.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
413;Møllevannsveien g/s vei fra E18 til Grim skole;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.01.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
414;BORDALEN, G/S VEI TIL KRINGSJÅ SKOLE;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;12.03.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
415;Åsane areal F, reg.endring;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;12.03.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
416;TINNHEIVEIEN, UTFYLLINGSTOMT;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.04.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
417;HOLTERONA BÅTHAVN GNR.92, BNR.3;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.12.1983;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
418;Høietun 3. (G. Block Watnes plan);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;02.04.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
419;Prestheia;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;03.07.1984;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
420;Gnr.97, Bnr.5 m.fl. Korsvik;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;06.07.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
421;BRATTVOLLSHEIA FELT B OG C, ENDRING;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.09.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
422;TINNHEIVEIEN 17, ENDR. REG.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.08.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
423;Strandbakken;Bebyggelsesplan iht. reguleringsplan (PBL 1985);32;Utgått/erstattet;5;29.08.1984;Bygningsloven av 1965;3;På grunnen/vannoverflaten;2;;
424;Strømme - felt I;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;17.09.1984;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
