PlanId;Plannavn;Plantype;PlantypeId;Planstatus;PlanstatusId;IKraft;Lovreferanse;LovreferanseId;Vertikalnivå;VertikalnivåId;PlanBestemmelse;PlanBestemmelseId
0;Langes plan;Eldre reguleringsplan (PBL 1985);30;Opphevet;4;01.10.1922;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
2;Elvens vestside - gate langs elven;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;18.12.1933;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
4;Grimsmoen;Eldre reguleringsplan (PBL 1985);30;Opphevet;4;05.06.1909;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
5;Vestre Havn;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;10.02.1937;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
6;ODINSGATE og ST.OLAVS VEI;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;06.01.1937;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
7;Baneheia, reg. av Vestsiden;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;28.08.1937;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
8;RAVNDALSKROKEN;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;21.08.1937;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
9;Østerveien - Nedre Lundsvei;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;29.04.1938;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
10;GRIMSMYRA;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;01.12.1938;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
12;TORDENSKJOLDS GATE, GATEREGULERING;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;29.11.1940;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
13;KUHOLMEN - SNORRESGT.. endr.reg.;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;12.01.1940;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
14;KVADRATUREN, GATEREGULERING;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;25.02.1942;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
15;Vestsiden;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.10.1942;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
17;Gimlejordet;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.01.1947;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
19;Lovisenlund Alle;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.09.1949;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
20;Dronningensgate 42 og 46;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;30.10.1950;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
21;KUHOLMSTANGEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;22.09.1950;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
22;Agder allé;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.01.1950;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
23;Tegleverksveien v/Snorresgate;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.09.1950;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
24;Agder alle, del II;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;22.09.1950;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
25;MARVIKVEIEN 7, KIRKETOMT;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;01.12.1950;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
26;ELVEGATA -TOLLBODGATA.- DRONNINGENS GATE (KV.42);Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;23.08.1951;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
27;KVADRATUREN, GATEUTVIDELSE;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;12.01.1951;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
28;MØLLEVANNSVEIEN - GRIMSHAUGEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.04.1951;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
29;Hamreheia;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.10.1951;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
30;BELLEVUE OG DUEKNIPEN VEIREGULERING;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;03.01.1952;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
31;Andøya (gnr. 9 bnr. 1 og 2);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.05.1952;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
32;PARADIS OG SOLVANG;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;09.10.1952;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
33;KONGSGÅRD ALLE (FREYASDAL);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;30.01.1952;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
34;BERGSTIEN;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;30.04.1952;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
35;EGSOMRÅDET, REG. OG BEBYGGELSESPLAN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;05.08.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
36;Vestre Strandgate 23,27,27a (byggelinje);Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;16.10.1953;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
37;VOIE - ANDØYVEIEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;15.06.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
38;Kronmarka;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;02.10.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
39;DALONA - FISKÅ;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;02.10.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
40;MØLLEVANNSHEIA;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;23.11.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
41;MARVIKSLETTA, NORDRE DEL OG LØEBAKKEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.10.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
42;MARVIKA;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;31.01.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
43;Teglverksveien 31 - 33;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.05.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
44;ESPELUNDSVEI-STRANDVEIEN-GIMLEVEIEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;23.06.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
45;ODDEMARKA;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.03.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
46;LOVISENLUND ALLE, ENDR. REG.;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;30.05.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
47;PRESTVIKVEIENS NORDRE DEL;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;19.11.1953;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
49;Kvartal 10;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.05.1952;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
50;TORDENSKJOLDSGT. 71 -89, EGSVEIEN 1;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.07.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
51;Kvartal 38 - Tollbodgaten;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;09.03.1954;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
52;Voie og Brøvig;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.11.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
53;Auglandsbukta - Storenes;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.11.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
54;BELLEVUE BEBYGGELSESPLAN FOR EI TOMT;Bebyggelsesplan iht. kommuneplanens arealdel (PBL 1985);33;Utgått/erstattet;5;17.11.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
55;RAVNDALSVEIEN, REG. AV 2 HØYHUS;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.05.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
56;Lekeplass på Dalane;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;06.12.1954;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
57;DALANE, GLITTRE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;09.03.1954;Plan- og bygningsloven av 1985 eller før;5;;;Uten bestemmelser;2
58;Galgebergtangen;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;29.10.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
59;TEGLEVERKSVEIEN - FRAMNES, 3 TOMTER;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;17.11.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
60;EGSVEIEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;11.10.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
61;ØSTERVEIEN - LUND TORV, ENDR.REG.;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;02.03.1954;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
62;ST. OLAVSVEI SKOLETOMT;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;15.08.1955;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
63;KONGENS VERFT (TANGEN);Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;15.06.1955;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
64;Kvartal 21;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;31.10.1955;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
65;GARTNERLØKKA, SØNDRE DEL;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;02.07.1955;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
66;MARVIKVEIEN 13 HYBELHUS;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.03.1955;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
67;MØLLEVANNSHEIA II;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;16.11.1956;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
68;Kreglingheia;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;07.04.1956;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
69;HANNEVIKA, VESTRE DEL;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.02.1956;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
70;TOBIENBORG;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.09.1956;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
71;Gamle Flekkerøyveg på strekningen idrettsplassen - Møllevannsheia;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;11.07.1956;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
72;Romleåsens vestside;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;01.03.1957;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
73;PARADISOMRÅDET;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;26.02.1957;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
74;Dronningens gate - Elvegata - Tollbodgata (Kvartal 63);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;09.01.1957;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
75;Kvartal 11 og 12;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;04.06.1957;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
76;VOIELIA I;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;23.04.1957;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
77;AUGLAND TERRASSE, ØSTRE DEL;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.04.1957;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
78;Vågsbygdvegen - Lumbervegen - vegkryss;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;29.03.1957;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
79;SULDALEN, REG. AV HØYHUS;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;07.01.1957;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
7A;BANEHEIA;Bebyggelsesplan iht. reguleringsplan (PBL 1985);32;Utgått/erstattet;5;27.05.1952;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
80;Kuholmen - Roligheten;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;25.01.1957;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
81;Del av Slettheia  (grn. 14, brn. 1, Slettheia I);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;27.02.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
82;SKYLLINGSHEIA;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;06.10.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
83;AUGLAND TERRASSE, VESTRE DEL;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;12.04.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
84;VESTERVEIEN veireg.;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;10.01.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
85;SULDALESVEIEN, FJELLODDEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;02.01.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
86;Gimleveien - endret regulering;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;03.05.1958;Før bygningsloven av 1924;1;På grunnen/vannoverflaten;2;;
87;Nedre Lund;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;17.10.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
88;KOKLEHEIA I, DEL AV;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;23.01.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
89;Gandalsmoen I;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;28.05.1958;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
90;TEGLEVERKSVEIEN 8;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;15.07.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
91;TORRIDALSVEIEN;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;09.05.1958;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
93;TANGENS YTRE;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;05.02.1959;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
94;VESTRE STRANDGATE 42-44;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;07.06.1959;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
95;TINNLIA;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;01.06.1959;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
96;Kolsdalsheia (Dueknipen vest);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.06.1959;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
97;SØDAL TERRASSE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;06.03.1959;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
98;KJEMPEGRAVANE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.06.1959;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
99;Hamresanden, øst for riksvei;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;25.06.1959;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
100;Fiskåtangen;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;14.05.1960;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
101;Søm (endret reguleringsplan);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;12.05.1960;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
102;Marinetomta;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;14.03.1960;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
103;Kvartal 19;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;24.06.1960;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
104;Tinnheia I;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;22.09.1960;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
105;LØKKEVEIENS NORDSIDE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;03.02.1960;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
106;SETESDALSVEIEN GJENNOM DALANE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.10.1960;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
107;Kongsgård I;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.11.1960;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
108;Torridalsveien 28, endret reguleringsplan;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;24.06.1960;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
109;Rådhusgata 2-4;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;22.04.1960;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
110;AGDER ALLE, fellesgarasjer;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;13.12.1961;Plan- og bygningsloven av 1985 eller før;5;;;Uten bestemmelser;2
111;STRØMSDALEN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.03.1961;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
112;Vestre Strømme - endret reguleringsplan;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;13.12.1961;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
113;Kvartal 34;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;05.03.1962;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
114;Kolsdalskaret (Tinnheia II A) ;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;23.02.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
115;Fjellro - Eigevann;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;03.01.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
116;FJELLRO PLATÅ (VEST FOR YTRE EIGEVANN);Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;21.05.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
117;FJELLRO, YTRE EIGEVANN;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;20.12.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
118;Tinnheia II;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.05.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
119;Justlia;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;09.08.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
120;KONGSGÅRD II;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;10.07.1963;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
121;Vige;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;07.03.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
122;HESTEHEIA INDUSTRIOMRÅDE;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;17.02.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
123;Innfartsåre fra øst med ny bro over Otra;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;01.08.1962;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
124;Kokleheia I;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;24.08.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
125;LEDNINGEDALEN INDUSTRIOMRÅDE;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;28.04.1962;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
126;Parkveien - Østerveien - regulering av krysset;Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;15.02.1962;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
127;KROSSEVEIEN 22;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;08.03.1963;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Uten bestemmelser;2
128;KONGSGÅRD III;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;05.08.1963;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Med bestemmelser som egen tekst;1
130;Fjellgatens øvre del til offentlig formål (Brannstasjon);Eldre reguleringsplan (PBL 1985);30;Utgått/erstattet;5;17.06.1963;Bygningsloven av 1924;2;På grunnen/vannoverflaten;2;;
131;Voiebyen I;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;19.06.1963;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
132;Voiebyen II;Eldre reguleringsplan (PBL 1985);30;Endelig vedtatt arealplan;3;17.12.1963;Plan- og bygningsloven av 1985 eller før;5;På grunnen/vannoverflaten;2;Planbestemmelser både på kart og som egen tekst;4
